dataset_id,dataset_role,pocket_id,scenario_id,architecture,nominal_load_mw,rss_0p1_20hz_mw,rss_0p1_20hz_pct_load,p99_ramp_mw_s,p99_ramp_pct_load_per_s,p95_pcc_voltage_deviation_pct,voltage_support_location,voltage_support_role,var_coordination_risk,lel_vrt_event,lel_poi_min_voltage_pu,lel_service_min_voltage_pu,lel_grid_power_min_fraction,lel_load_served_min_fraction,lel_load_loss_max_mw,lel_current_max_pu,lel_current_over_125pct_s,lel_recovery_to_90pct_s,lel_multiple_sag_trip_risk,lel_ride_through_pass,lel_dc_buffer_event_mwh,buffer_energy_window_mwh
A,Full Texas Combined T&D,A-mpc-0004,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,2.6297160978081386,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0004,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.5644450778147987,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0008,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,2.4909112111128264,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0008,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,1.4798713429275476,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0008,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.3176411689500839,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0009,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,2.9690671428093443,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0009,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,1.7639478116557812,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0009,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.3786156462445373,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0010,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,3.027960835665961,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0010,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,1.7989370509144325,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0010,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.38612577400794534,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0011,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,2.6827934783563157,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0011,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,1.5938702150040616,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0011,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.3421100088654114,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0015,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,3.6103343319463352,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0015,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,2.1449300530659703,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0015,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.4603900823055511,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0016,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,3.3081759383914586,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0016,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,1.965415204984686,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0016,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.42185882317890727,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0017,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,4.105210489710473,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0017,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,2.438940149012367,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0017,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.5234967239780577,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0021,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,2.9626301333014995,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0021,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,1.7601235300586238,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0021,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.37779479834940044,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0022,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,3.540250004805887,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0022,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,2.1032923636690954,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0022,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.4514529240886484,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0026,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,2.934302190091986,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0026,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,1.7432936602612539,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0026,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.3741824170831081,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0027,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,3.3419080763787656,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0027,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,1.9854557524439396,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0027,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.42616034773492983,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0028,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,4.308849962024405,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0028,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,2.559924075706263,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0028,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.5494648434925538,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0032,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,3.581798938061567,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0032,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,2.12797693507412,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0032,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.45675124691488317,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
A,Full Texas Combined T&D,A-mpc-0033,C0,C0/C1 Traditional 400 V AC,308.0160000000001,38.83048915704088,12.606646783621912,126.12939333784068,40.9489745136099,3.298061378107635,none,baseline voltage-sensitive load without active dynamic VAR support,not applicable,eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.25,0.425,0.425,177.10920000000004,1.7000000000000002,0.38,8.759999999999991,True,False,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0033,C2,MV SST,308.0160000000001,22.770602234284997,7.392668638734674,54.68355543332957,17.753478856075517,1.95940605947859,34.5 kV AC side near the data-center SST,local distributed SST and dynamic VAR support at the data-center interface,"local Volt-VAR controls can fight nearby inverters or slower utility LTC, regulator, capacitor-bank, STATCOM or SVC controls without supervisory coordination",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.325,0.40625,0.40625,182.88450000000006,1.25,0.0,1.7800000000000011,False,True,0.0,0.0
A,Full Texas Combined T&D,A-mpc-0033,C3,Converted DC backbone,308.0160000000001,2.5583427485581067,0.8305876151102884,5.078502562888162,1.6487788176225135,0.4205690137558992,115/138 kV data-center interconnection AC side,centralized utility-side dynamic VAR support at the interconnection or AC/DC terminal,"centralized support reduces campus-to-campus control fighting but requires utility-side ownership, protection coordination and adequate high-voltage VAR rating",eastern_interconnection_2024_repeated_voltage_sag_screen,0.25,0.37,0.46249999999999997,1.0,0.0,1.25,0.0,1.019999999999996,False,True,0.1489676603997346,0.12882032370478588
