campus_count,cluster_load_GW,voltage_kV,short_circuit_ratio,phase_mode,corridor_length_km,short_circuit_strength_GVA
1,0.25,69,3,random,5,0.75
1,0.25,69,3,random,20,0.75
1,0.25,69,3,random,50,0.75
1,0.25,69,3,random,100,0.75
1,0.25,69,3,partial,5,0.75
1,0.25,69,3,partial,20,0.75
1,0.25,69,3,partial,50,0.75
1,0.25,69,3,partial,100,0.75
1,0.25,69,3,coherent,5,0.75
1,0.25,69,3,coherent,20,0.75
1,0.25,69,3,coherent,50,0.75
1,0.25,69,3,coherent,100,0.75
1,0.25,69,5,random,5,1.25
1,0.25,69,5,random,20,1.25
1,0.25,69,5,random,50,1.25
1,0.25,69,5,random,100,1.25
1,0.25,69,5,partial,5,1.25
1,0.25,69,5,partial,20,1.25
1,0.25,69,5,partial,50,1.25
1,0.25,69,5,partial,100,1.25
1,0.25,69,5,coherent,5,1.25
1,0.25,69,5,coherent,20,1.25
1,0.25,69,5,coherent,50,1.25
1,0.25,69,5,coherent,100,1.25
1,0.25,69,10,random,5,2.5
1,0.25,69,10,random,20,2.5
1,0.25,69,10,random,50,2.5
1,0.25,69,10,random,100,2.5
1,0.25,69,10,partial,5,2.5
1,0.25,69,10,partial,20,2.5
1,0.25,69,10,partial,50,2.5
1,0.25,69,10,partial,100,2.5
1,0.25,69,10,coherent,5,2.5
1,0.25,69,10,coherent,20,2.5
1,0.25,69,10,coherent,50,2.5
1,0.25,69,10,coherent,100,2.5
1,0.25,69,20,random,5,5.0
1,0.25,69,20,random,20,5.0
1,0.25,69,20,random,50,5.0
1,0.25,69,20,random,100,5.0
1,0.25,69,20,partial,5,5.0
1,0.25,69,20,partial,20,5.0
1,0.25,69,20,partial,50,5.0
1,0.25,69,20,partial,100,5.0
1,0.25,69,20,coherent,5,5.0
1,0.25,69,20,coherent,20,5.0
1,0.25,69,20,coherent,50,5.0
1,0.25,69,20,coherent,100,5.0
1,0.25,138,3,random,5,0.75
1,0.25,138,3,random,20,0.75
1,0.25,138,3,random,50,0.75
1,0.25,138,3,random,100,0.75
1,0.25,138,3,partial,5,0.75
1,0.25,138,3,partial,20,0.75
1,0.25,138,3,partial,50,0.75
1,0.25,138,3,partial,100,0.75
1,0.25,138,3,coherent,5,0.75
1,0.25,138,3,coherent,20,0.75
1,0.25,138,3,coherent,50,0.75
1,0.25,138,3,coherent,100,0.75
1,0.25,138,5,random,5,1.25
1,0.25,138,5,random,20,1.25
1,0.25,138,5,random,50,1.25
1,0.25,138,5,random,100,1.25
1,0.25,138,5,partial,5,1.25
1,0.25,138,5,partial,20,1.25
1,0.25,138,5,partial,50,1.25
1,0.25,138,5,partial,100,1.25
1,0.25,138,5,coherent,5,1.25
1,0.25,138,5,coherent,20,1.25
1,0.25,138,5,coherent,50,1.25
1,0.25,138,5,coherent,100,1.25
1,0.25,138,10,random,5,2.5
1,0.25,138,10,random,20,2.5
1,0.25,138,10,random,50,2.5
1,0.25,138,10,random,100,2.5
1,0.25,138,10,partial,5,2.5
1,0.25,138,10,partial,20,2.5
1,0.25,138,10,partial,50,2.5
1,0.25,138,10,partial,100,2.5
1,0.25,138,10,coherent,5,2.5
1,0.25,138,10,coherent,20,2.5
1,0.25,138,10,coherent,50,2.5
1,0.25,138,10,coherent,100,2.5
1,0.25,138,20,random,5,5.0
1,0.25,138,20,random,20,5.0
1,0.25,138,20,random,50,5.0
1,0.25,138,20,random,100,5.0
1,0.25,138,20,partial,5,5.0
1,0.25,138,20,partial,20,5.0
1,0.25,138,20,partial,50,5.0
1,0.25,138,20,partial,100,5.0
1,0.25,138,20,coherent,5,5.0
1,0.25,138,20,coherent,20,5.0
1,0.25,138,20,coherent,50,5.0
1,0.25,138,20,coherent,100,5.0
1,0.25,230,3,random,5,0.75
1,0.25,230,3,random,20,0.75
1,0.25,230,3,random,50,0.75
1,0.25,230,3,random,100,0.75
1,0.25,230,3,partial,5,0.75
1,0.25,230,3,partial,20,0.75
1,0.25,230,3,partial,50,0.75
1,0.25,230,3,partial,100,0.75
1,0.25,230,3,coherent,5,0.75
1,0.25,230,3,coherent,20,0.75
1,0.25,230,3,coherent,50,0.75
1,0.25,230,3,coherent,100,0.75
1,0.25,230,5,random,5,1.25
1,0.25,230,5,random,20,1.25
1,0.25,230,5,random,50,1.25
1,0.25,230,5,random,100,1.25
1,0.25,230,5,partial,5,1.25
1,0.25,230,5,partial,20,1.25
1,0.25,230,5,partial,50,1.25
1,0.25,230,5,partial,100,1.25
1,0.25,230,5,coherent,5,1.25
1,0.25,230,5,coherent,20,1.25
1,0.25,230,5,coherent,50,1.25
1,0.25,230,5,coherent,100,1.25
1,0.25,230,10,random,5,2.5
1,0.25,230,10,random,20,2.5
1,0.25,230,10,random,50,2.5
1,0.25,230,10,random,100,2.5
1,0.25,230,10,partial,5,2.5
1,0.25,230,10,partial,20,2.5
1,0.25,230,10,partial,50,2.5
1,0.25,230,10,partial,100,2.5
1,0.25,230,10,coherent,5,2.5
1,0.25,230,10,coherent,20,2.5
1,0.25,230,10,coherent,50,2.5
1,0.25,230,10,coherent,100,2.5
1,0.25,230,20,random,5,5.0
1,0.25,230,20,random,20,5.0
1,0.25,230,20,random,50,5.0
1,0.25,230,20,random,100,5.0
1,0.25,230,20,partial,5,5.0
1,0.25,230,20,partial,20,5.0
1,0.25,230,20,partial,50,5.0
1,0.25,230,20,partial,100,5.0
1,0.25,230,20,coherent,5,5.0
1,0.25,230,20,coherent,20,5.0
1,0.25,230,20,coherent,50,5.0
1,0.25,230,20,coherent,100,5.0
1,0.25,320,3,random,5,0.75
1,0.25,320,3,random,20,0.75
1,0.25,320,3,random,50,0.75
1,0.25,320,3,random,100,0.75
1,0.25,320,3,partial,5,0.75
1,0.25,320,3,partial,20,0.75
1,0.25,320,3,partial,50,0.75
1,0.25,320,3,partial,100,0.75
1,0.25,320,3,coherent,5,0.75
1,0.25,320,3,coherent,20,0.75
1,0.25,320,3,coherent,50,0.75
1,0.25,320,3,coherent,100,0.75
1,0.25,320,5,random,5,1.25
1,0.25,320,5,random,20,1.25
1,0.25,320,5,random,50,1.25
1,0.25,320,5,random,100,1.25
1,0.25,320,5,partial,5,1.25
1,0.25,320,5,partial,20,1.25
1,0.25,320,5,partial,50,1.25
1,0.25,320,5,partial,100,1.25
1,0.25,320,5,coherent,5,1.25
1,0.25,320,5,coherent,20,1.25
1,0.25,320,5,coherent,50,1.25
1,0.25,320,5,coherent,100,1.25
1,0.25,320,10,random,5,2.5
1,0.25,320,10,random,20,2.5
1,0.25,320,10,random,50,2.5
1,0.25,320,10,random,100,2.5
1,0.25,320,10,partial,5,2.5
1,0.25,320,10,partial,20,2.5
1,0.25,320,10,partial,50,2.5
1,0.25,320,10,partial,100,2.5
1,0.25,320,10,coherent,5,2.5
1,0.25,320,10,coherent,20,2.5
1,0.25,320,10,coherent,50,2.5
1,0.25,320,10,coherent,100,2.5
1,0.25,320,20,random,5,5.0
1,0.25,320,20,random,20,5.0
1,0.25,320,20,random,50,5.0
1,0.25,320,20,random,100,5.0
1,0.25,320,20,partial,5,5.0
1,0.25,320,20,partial,20,5.0
1,0.25,320,20,partial,50,5.0
1,0.25,320,20,partial,100,5.0
1,0.25,320,20,coherent,5,5.0
1,0.25,320,20,coherent,20,5.0
1,0.25,320,20,coherent,50,5.0
1,0.25,320,20,coherent,100,5.0
1,1.0,69,3,random,5,3.0
1,1.0,69,3,random,20,3.0
1,1.0,69,3,random,50,3.0
1,1.0,69,3,random,100,3.0
1,1.0,69,3,partial,5,3.0
1,1.0,69,3,partial,20,3.0
1,1.0,69,3,partial,50,3.0
1,1.0,69,3,partial,100,3.0
1,1.0,69,3,coherent,5,3.0
1,1.0,69,3,coherent,20,3.0
1,1.0,69,3,coherent,50,3.0
1,1.0,69,3,coherent,100,3.0
1,1.0,69,5,random,5,5.0
1,1.0,69,5,random,20,5.0
1,1.0,69,5,random,50,5.0
1,1.0,69,5,random,100,5.0
1,1.0,69,5,partial,5,5.0
1,1.0,69,5,partial,20,5.0
1,1.0,69,5,partial,50,5.0
1,1.0,69,5,partial,100,5.0
1,1.0,69,5,coherent,5,5.0
1,1.0,69,5,coherent,20,5.0
1,1.0,69,5,coherent,50,5.0
1,1.0,69,5,coherent,100,5.0
1,1.0,69,10,random,5,10.0
1,1.0,69,10,random,20,10.0
1,1.0,69,10,random,50,10.0
1,1.0,69,10,random,100,10.0
1,1.0,69,10,partial,5,10.0
1,1.0,69,10,partial,20,10.0
1,1.0,69,10,partial,50,10.0
1,1.0,69,10,partial,100,10.0
1,1.0,69,10,coherent,5,10.0
1,1.0,69,10,coherent,20,10.0
1,1.0,69,10,coherent,50,10.0
1,1.0,69,10,coherent,100,10.0
1,1.0,69,20,random,5,20.0
1,1.0,69,20,random,20,20.0
1,1.0,69,20,random,50,20.0
1,1.0,69,20,random,100,20.0
1,1.0,69,20,partial,5,20.0
1,1.0,69,20,partial,20,20.0
1,1.0,69,20,partial,50,20.0
1,1.0,69,20,partial,100,20.0
1,1.0,69,20,coherent,5,20.0
1,1.0,69,20,coherent,20,20.0
1,1.0,69,20,coherent,50,20.0
1,1.0,69,20,coherent,100,20.0
1,1.0,138,3,random,5,3.0
1,1.0,138,3,random,20,3.0
1,1.0,138,3,random,50,3.0
1,1.0,138,3,random,100,3.0
1,1.0,138,3,partial,5,3.0
1,1.0,138,3,partial,20,3.0
1,1.0,138,3,partial,50,3.0
1,1.0,138,3,partial,100,3.0
1,1.0,138,3,coherent,5,3.0
1,1.0,138,3,coherent,20,3.0
1,1.0,138,3,coherent,50,3.0
1,1.0,138,3,coherent,100,3.0
1,1.0,138,5,random,5,5.0
1,1.0,138,5,random,20,5.0
1,1.0,138,5,random,50,5.0
1,1.0,138,5,random,100,5.0
1,1.0,138,5,partial,5,5.0
1,1.0,138,5,partial,20,5.0
1,1.0,138,5,partial,50,5.0
1,1.0,138,5,partial,100,5.0
1,1.0,138,5,coherent,5,5.0
1,1.0,138,5,coherent,20,5.0
1,1.0,138,5,coherent,50,5.0
1,1.0,138,5,coherent,100,5.0
1,1.0,138,10,random,5,10.0
1,1.0,138,10,random,20,10.0
1,1.0,138,10,random,50,10.0
1,1.0,138,10,random,100,10.0
1,1.0,138,10,partial,5,10.0
1,1.0,138,10,partial,20,10.0
1,1.0,138,10,partial,50,10.0
1,1.0,138,10,partial,100,10.0
1,1.0,138,10,coherent,5,10.0
1,1.0,138,10,coherent,20,10.0
1,1.0,138,10,coherent,50,10.0
1,1.0,138,10,coherent,100,10.0
1,1.0,138,20,random,5,20.0
1,1.0,138,20,random,20,20.0
1,1.0,138,20,random,50,20.0
1,1.0,138,20,random,100,20.0
1,1.0,138,20,partial,5,20.0
1,1.0,138,20,partial,20,20.0
1,1.0,138,20,partial,50,20.0
1,1.0,138,20,partial,100,20.0
1,1.0,138,20,coherent,5,20.0
1,1.0,138,20,coherent,20,20.0
1,1.0,138,20,coherent,50,20.0
1,1.0,138,20,coherent,100,20.0
1,1.0,230,3,random,5,3.0
1,1.0,230,3,random,20,3.0
1,1.0,230,3,random,50,3.0
1,1.0,230,3,random,100,3.0
1,1.0,230,3,partial,5,3.0
1,1.0,230,3,partial,20,3.0
1,1.0,230,3,partial,50,3.0
1,1.0,230,3,partial,100,3.0
1,1.0,230,3,coherent,5,3.0
1,1.0,230,3,coherent,20,3.0
1,1.0,230,3,coherent,50,3.0
1,1.0,230,3,coherent,100,3.0
1,1.0,230,5,random,5,5.0
1,1.0,230,5,random,20,5.0
1,1.0,230,5,random,50,5.0
1,1.0,230,5,random,100,5.0
1,1.0,230,5,partial,5,5.0
1,1.0,230,5,partial,20,5.0
1,1.0,230,5,partial,50,5.0
1,1.0,230,5,partial,100,5.0
1,1.0,230,5,coherent,5,5.0
1,1.0,230,5,coherent,20,5.0
1,1.0,230,5,coherent,50,5.0
1,1.0,230,5,coherent,100,5.0
1,1.0,230,10,random,5,10.0
1,1.0,230,10,random,20,10.0
1,1.0,230,10,random,50,10.0
1,1.0,230,10,random,100,10.0
1,1.0,230,10,partial,5,10.0
1,1.0,230,10,partial,20,10.0
1,1.0,230,10,partial,50,10.0
1,1.0,230,10,partial,100,10.0
1,1.0,230,10,coherent,5,10.0
1,1.0,230,10,coherent,20,10.0
1,1.0,230,10,coherent,50,10.0
1,1.0,230,10,coherent,100,10.0
1,1.0,230,20,random,5,20.0
1,1.0,230,20,random,20,20.0
1,1.0,230,20,random,50,20.0
1,1.0,230,20,random,100,20.0
1,1.0,230,20,partial,5,20.0
1,1.0,230,20,partial,20,20.0
1,1.0,230,20,partial,50,20.0
1,1.0,230,20,partial,100,20.0
1,1.0,230,20,coherent,5,20.0
1,1.0,230,20,coherent,20,20.0
1,1.0,230,20,coherent,50,20.0
1,1.0,230,20,coherent,100,20.0
1,1.0,320,3,random,5,3.0
1,1.0,320,3,random,20,3.0
1,1.0,320,3,random,50,3.0
1,1.0,320,3,random,100,3.0
1,1.0,320,3,partial,5,3.0
1,1.0,320,3,partial,20,3.0
1,1.0,320,3,partial,50,3.0
1,1.0,320,3,partial,100,3.0
1,1.0,320,3,coherent,5,3.0
1,1.0,320,3,coherent,20,3.0
1,1.0,320,3,coherent,50,3.0
1,1.0,320,3,coherent,100,3.0
1,1.0,320,5,random,5,5.0
1,1.0,320,5,random,20,5.0
1,1.0,320,5,random,50,5.0
1,1.0,320,5,random,100,5.0
1,1.0,320,5,partial,5,5.0
1,1.0,320,5,partial,20,5.0
1,1.0,320,5,partial,50,5.0
1,1.0,320,5,partial,100,5.0
1,1.0,320,5,coherent,5,5.0
1,1.0,320,5,coherent,20,5.0
1,1.0,320,5,coherent,50,5.0
1,1.0,320,5,coherent,100,5.0
1,1.0,320,10,random,5,10.0
1,1.0,320,10,random,20,10.0
1,1.0,320,10,random,50,10.0
1,1.0,320,10,random,100,10.0
1,1.0,320,10,partial,5,10.0
1,1.0,320,10,partial,20,10.0
1,1.0,320,10,partial,50,10.0
1,1.0,320,10,partial,100,10.0
1,1.0,320,10,coherent,5,10.0
1,1.0,320,10,coherent,20,10.0
1,1.0,320,10,coherent,50,10.0
1,1.0,320,10,coherent,100,10.0
1,1.0,320,20,random,5,20.0
1,1.0,320,20,random,20,20.0
1,1.0,320,20,random,50,20.0
1,1.0,320,20,random,100,20.0
1,1.0,320,20,partial,5,20.0
1,1.0,320,20,partial,20,20.0
1,1.0,320,20,partial,50,20.0
1,1.0,320,20,partial,100,20.0
1,1.0,320,20,coherent,5,20.0
1,1.0,320,20,coherent,20,20.0
1,1.0,320,20,coherent,50,20.0
1,1.0,320,20,coherent,100,20.0
1,2.0,69,3,random,5,6.0
1,2.0,69,3,random,20,6.0
1,2.0,69,3,random,50,6.0
1,2.0,69,3,random,100,6.0
1,2.0,69,3,partial,5,6.0
1,2.0,69,3,partial,20,6.0
1,2.0,69,3,partial,50,6.0
1,2.0,69,3,partial,100,6.0
1,2.0,69,3,coherent,5,6.0
1,2.0,69,3,coherent,20,6.0
1,2.0,69,3,coherent,50,6.0
1,2.0,69,3,coherent,100,6.0
1,2.0,69,5,random,5,10.0
1,2.0,69,5,random,20,10.0
1,2.0,69,5,random,50,10.0
1,2.0,69,5,random,100,10.0
1,2.0,69,5,partial,5,10.0
1,2.0,69,5,partial,20,10.0
1,2.0,69,5,partial,50,10.0
1,2.0,69,5,partial,100,10.0
1,2.0,69,5,coherent,5,10.0
1,2.0,69,5,coherent,20,10.0
1,2.0,69,5,coherent,50,10.0
1,2.0,69,5,coherent,100,10.0
1,2.0,69,10,random,5,20.0
1,2.0,69,10,random,20,20.0
1,2.0,69,10,random,50,20.0
1,2.0,69,10,random,100,20.0
1,2.0,69,10,partial,5,20.0
1,2.0,69,10,partial,20,20.0
1,2.0,69,10,partial,50,20.0
1,2.0,69,10,partial,100,20.0
1,2.0,69,10,coherent,5,20.0
1,2.0,69,10,coherent,20,20.0
1,2.0,69,10,coherent,50,20.0
1,2.0,69,10,coherent,100,20.0
1,2.0,69,20,random,5,40.0
1,2.0,69,20,random,20,40.0
1,2.0,69,20,random,50,40.0
1,2.0,69,20,random,100,40.0
1,2.0,69,20,partial,5,40.0
1,2.0,69,20,partial,20,40.0
1,2.0,69,20,partial,50,40.0
1,2.0,69,20,partial,100,40.0
1,2.0,69,20,coherent,5,40.0
1,2.0,69,20,coherent,20,40.0
1,2.0,69,20,coherent,50,40.0
1,2.0,69,20,coherent,100,40.0
1,2.0,138,3,random,5,6.0
1,2.0,138,3,random,20,6.0
1,2.0,138,3,random,50,6.0
1,2.0,138,3,random,100,6.0
1,2.0,138,3,partial,5,6.0
1,2.0,138,3,partial,20,6.0
1,2.0,138,3,partial,50,6.0
1,2.0,138,3,partial,100,6.0
1,2.0,138,3,coherent,5,6.0
1,2.0,138,3,coherent,20,6.0
1,2.0,138,3,coherent,50,6.0
1,2.0,138,3,coherent,100,6.0
1,2.0,138,5,random,5,10.0
1,2.0,138,5,random,20,10.0
1,2.0,138,5,random,50,10.0
1,2.0,138,5,random,100,10.0
1,2.0,138,5,partial,5,10.0
1,2.0,138,5,partial,20,10.0
1,2.0,138,5,partial,50,10.0
1,2.0,138,5,partial,100,10.0
1,2.0,138,5,coherent,5,10.0
1,2.0,138,5,coherent,20,10.0
1,2.0,138,5,coherent,50,10.0
1,2.0,138,5,coherent,100,10.0
1,2.0,138,10,random,5,20.0
1,2.0,138,10,random,20,20.0
1,2.0,138,10,random,50,20.0
1,2.0,138,10,random,100,20.0
1,2.0,138,10,partial,5,20.0
1,2.0,138,10,partial,20,20.0
1,2.0,138,10,partial,50,20.0
1,2.0,138,10,partial,100,20.0
1,2.0,138,10,coherent,5,20.0
1,2.0,138,10,coherent,20,20.0
1,2.0,138,10,coherent,50,20.0
1,2.0,138,10,coherent,100,20.0
1,2.0,138,20,random,5,40.0
1,2.0,138,20,random,20,40.0
1,2.0,138,20,random,50,40.0
1,2.0,138,20,random,100,40.0
1,2.0,138,20,partial,5,40.0
1,2.0,138,20,partial,20,40.0
1,2.0,138,20,partial,50,40.0
1,2.0,138,20,partial,100,40.0
1,2.0,138,20,coherent,5,40.0
1,2.0,138,20,coherent,20,40.0
1,2.0,138,20,coherent,50,40.0
1,2.0,138,20,coherent,100,40.0
1,2.0,230,3,random,5,6.0
1,2.0,230,3,random,20,6.0
1,2.0,230,3,random,50,6.0
1,2.0,230,3,random,100,6.0
1,2.0,230,3,partial,5,6.0
1,2.0,230,3,partial,20,6.0
1,2.0,230,3,partial,50,6.0
1,2.0,230,3,partial,100,6.0
1,2.0,230,3,coherent,5,6.0
1,2.0,230,3,coherent,20,6.0
1,2.0,230,3,coherent,50,6.0
1,2.0,230,3,coherent,100,6.0
1,2.0,230,5,random,5,10.0
1,2.0,230,5,random,20,10.0
1,2.0,230,5,random,50,10.0
1,2.0,230,5,random,100,10.0
1,2.0,230,5,partial,5,10.0
1,2.0,230,5,partial,20,10.0
1,2.0,230,5,partial,50,10.0
1,2.0,230,5,partial,100,10.0
1,2.0,230,5,coherent,5,10.0
1,2.0,230,5,coherent,20,10.0
1,2.0,230,5,coherent,50,10.0
1,2.0,230,5,coherent,100,10.0
1,2.0,230,10,random,5,20.0
1,2.0,230,10,random,20,20.0
1,2.0,230,10,random,50,20.0
1,2.0,230,10,random,100,20.0
1,2.0,230,10,partial,5,20.0
1,2.0,230,10,partial,20,20.0
1,2.0,230,10,partial,50,20.0
1,2.0,230,10,partial,100,20.0
1,2.0,230,10,coherent,5,20.0
1,2.0,230,10,coherent,20,20.0
1,2.0,230,10,coherent,50,20.0
1,2.0,230,10,coherent,100,20.0
1,2.0,230,20,random,5,40.0
1,2.0,230,20,random,20,40.0
1,2.0,230,20,random,50,40.0
1,2.0,230,20,random,100,40.0
1,2.0,230,20,partial,5,40.0
1,2.0,230,20,partial,20,40.0
1,2.0,230,20,partial,50,40.0
1,2.0,230,20,partial,100,40.0
1,2.0,230,20,coherent,5,40.0
1,2.0,230,20,coherent,20,40.0
1,2.0,230,20,coherent,50,40.0
1,2.0,230,20,coherent,100,40.0
1,2.0,320,3,random,5,6.0
1,2.0,320,3,random,20,6.0
1,2.0,320,3,random,50,6.0
1,2.0,320,3,random,100,6.0
1,2.0,320,3,partial,5,6.0
1,2.0,320,3,partial,20,6.0
1,2.0,320,3,partial,50,6.0
1,2.0,320,3,partial,100,6.0
1,2.0,320,3,coherent,5,6.0
1,2.0,320,3,coherent,20,6.0
1,2.0,320,3,coherent,50,6.0
1,2.0,320,3,coherent,100,6.0
1,2.0,320,5,random,5,10.0
1,2.0,320,5,random,20,10.0
1,2.0,320,5,random,50,10.0
1,2.0,320,5,random,100,10.0
1,2.0,320,5,partial,5,10.0
1,2.0,320,5,partial,20,10.0
1,2.0,320,5,partial,50,10.0
1,2.0,320,5,partial,100,10.0
1,2.0,320,5,coherent,5,10.0
1,2.0,320,5,coherent,20,10.0
1,2.0,320,5,coherent,50,10.0
1,2.0,320,5,coherent,100,10.0
1,2.0,320,10,random,5,20.0
1,2.0,320,10,random,20,20.0
1,2.0,320,10,random,50,20.0
1,2.0,320,10,random,100,20.0
1,2.0,320,10,partial,5,20.0
1,2.0,320,10,partial,20,20.0
1,2.0,320,10,partial,50,20.0
1,2.0,320,10,partial,100,20.0
1,2.0,320,10,coherent,5,20.0
1,2.0,320,10,coherent,20,20.0
1,2.0,320,10,coherent,50,20.0
1,2.0,320,10,coherent,100,20.0
1,2.0,320,20,random,5,40.0
1,2.0,320,20,random,20,40.0
1,2.0,320,20,random,50,40.0
1,2.0,320,20,random,100,40.0
1,2.0,320,20,partial,5,40.0
1,2.0,320,20,partial,20,40.0
1,2.0,320,20,partial,50,40.0
1,2.0,320,20,partial,100,40.0
1,2.0,320,20,coherent,5,40.0
1,2.0,320,20,coherent,20,40.0
1,2.0,320,20,coherent,50,40.0
1,2.0,320,20,coherent,100,40.0
1,4.5,69,3,random,5,13.5
1,4.5,69,3,random,20,13.5
1,4.5,69,3,random,50,13.5
1,4.5,69,3,random,100,13.5
1,4.5,69,3,partial,5,13.5
1,4.5,69,3,partial,20,13.5
1,4.5,69,3,partial,50,13.5
1,4.5,69,3,partial,100,13.5
1,4.5,69,3,coherent,5,13.5
1,4.5,69,3,coherent,20,13.5
1,4.5,69,3,coherent,50,13.5
1,4.5,69,3,coherent,100,13.5
1,4.5,69,5,random,5,22.5
1,4.5,69,5,random,20,22.5
1,4.5,69,5,random,50,22.5
1,4.5,69,5,random,100,22.5
1,4.5,69,5,partial,5,22.5
1,4.5,69,5,partial,20,22.5
1,4.5,69,5,partial,50,22.5
1,4.5,69,5,partial,100,22.5
1,4.5,69,5,coherent,5,22.5
1,4.5,69,5,coherent,20,22.5
1,4.5,69,5,coherent,50,22.5
1,4.5,69,5,coherent,100,22.5
1,4.5,69,10,random,5,45.0
1,4.5,69,10,random,20,45.0
1,4.5,69,10,random,50,45.0
1,4.5,69,10,random,100,45.0
1,4.5,69,10,partial,5,45.0
1,4.5,69,10,partial,20,45.0
1,4.5,69,10,partial,50,45.0
1,4.5,69,10,partial,100,45.0
1,4.5,69,10,coherent,5,45.0
1,4.5,69,10,coherent,20,45.0
1,4.5,69,10,coherent,50,45.0
1,4.5,69,10,coherent,100,45.0
1,4.5,69,20,random,5,90.0
1,4.5,69,20,random,20,90.0
1,4.5,69,20,random,50,90.0
1,4.5,69,20,random,100,90.0
1,4.5,69,20,partial,5,90.0
1,4.5,69,20,partial,20,90.0
1,4.5,69,20,partial,50,90.0
1,4.5,69,20,partial,100,90.0
1,4.5,69,20,coherent,5,90.0
1,4.5,69,20,coherent,20,90.0
1,4.5,69,20,coherent,50,90.0
1,4.5,69,20,coherent,100,90.0
1,4.5,138,3,random,5,13.5
1,4.5,138,3,random,20,13.5
1,4.5,138,3,random,50,13.5
1,4.5,138,3,random,100,13.5
1,4.5,138,3,partial,5,13.5
1,4.5,138,3,partial,20,13.5
1,4.5,138,3,partial,50,13.5
1,4.5,138,3,partial,100,13.5
1,4.5,138,3,coherent,5,13.5
1,4.5,138,3,coherent,20,13.5
1,4.5,138,3,coherent,50,13.5
1,4.5,138,3,coherent,100,13.5
1,4.5,138,5,random,5,22.5
1,4.5,138,5,random,20,22.5
1,4.5,138,5,random,50,22.5
1,4.5,138,5,random,100,22.5
1,4.5,138,5,partial,5,22.5
1,4.5,138,5,partial,20,22.5
1,4.5,138,5,partial,50,22.5
1,4.5,138,5,partial,100,22.5
1,4.5,138,5,coherent,5,22.5
1,4.5,138,5,coherent,20,22.5
1,4.5,138,5,coherent,50,22.5
1,4.5,138,5,coherent,100,22.5
1,4.5,138,10,random,5,45.0
1,4.5,138,10,random,20,45.0
1,4.5,138,10,random,50,45.0
1,4.5,138,10,random,100,45.0
1,4.5,138,10,partial,5,45.0
1,4.5,138,10,partial,20,45.0
1,4.5,138,10,partial,50,45.0
1,4.5,138,10,partial,100,45.0
1,4.5,138,10,coherent,5,45.0
1,4.5,138,10,coherent,20,45.0
1,4.5,138,10,coherent,50,45.0
1,4.5,138,10,coherent,100,45.0
1,4.5,138,20,random,5,90.0
1,4.5,138,20,random,20,90.0
1,4.5,138,20,random,50,90.0
1,4.5,138,20,random,100,90.0
1,4.5,138,20,partial,5,90.0
1,4.5,138,20,partial,20,90.0
1,4.5,138,20,partial,50,90.0
1,4.5,138,20,partial,100,90.0
1,4.5,138,20,coherent,5,90.0
1,4.5,138,20,coherent,20,90.0
1,4.5,138,20,coherent,50,90.0
1,4.5,138,20,coherent,100,90.0
1,4.5,230,3,random,5,13.5
1,4.5,230,3,random,20,13.5
1,4.5,230,3,random,50,13.5
1,4.5,230,3,random,100,13.5
1,4.5,230,3,partial,5,13.5
1,4.5,230,3,partial,20,13.5
1,4.5,230,3,partial,50,13.5
1,4.5,230,3,partial,100,13.5
1,4.5,230,3,coherent,5,13.5
1,4.5,230,3,coherent,20,13.5
1,4.5,230,3,coherent,50,13.5
1,4.5,230,3,coherent,100,13.5
1,4.5,230,5,random,5,22.5
1,4.5,230,5,random,20,22.5
1,4.5,230,5,random,50,22.5
1,4.5,230,5,random,100,22.5
1,4.5,230,5,partial,5,22.5
1,4.5,230,5,partial,20,22.5
1,4.5,230,5,partial,50,22.5
1,4.5,230,5,partial,100,22.5
1,4.5,230,5,coherent,5,22.5
1,4.5,230,5,coherent,20,22.5
1,4.5,230,5,coherent,50,22.5
1,4.5,230,5,coherent,100,22.5
1,4.5,230,10,random,5,45.0
1,4.5,230,10,random,20,45.0
1,4.5,230,10,random,50,45.0
1,4.5,230,10,random,100,45.0
1,4.5,230,10,partial,5,45.0
1,4.5,230,10,partial,20,45.0
1,4.5,230,10,partial,50,45.0
1,4.5,230,10,partial,100,45.0
1,4.5,230,10,coherent,5,45.0
1,4.5,230,10,coherent,20,45.0
1,4.5,230,10,coherent,50,45.0
1,4.5,230,10,coherent,100,45.0
1,4.5,230,20,random,5,90.0
1,4.5,230,20,random,20,90.0
1,4.5,230,20,random,50,90.0
1,4.5,230,20,random,100,90.0
1,4.5,230,20,partial,5,90.0
1,4.5,230,20,partial,20,90.0
1,4.5,230,20,partial,50,90.0
1,4.5,230,20,partial,100,90.0
1,4.5,230,20,coherent,5,90.0
1,4.5,230,20,coherent,20,90.0
1,4.5,230,20,coherent,50,90.0
1,4.5,230,20,coherent,100,90.0
1,4.5,320,3,random,5,13.5
1,4.5,320,3,random,20,13.5
1,4.5,320,3,random,50,13.5
1,4.5,320,3,random,100,13.5
1,4.5,320,3,partial,5,13.5
1,4.5,320,3,partial,20,13.5
1,4.5,320,3,partial,50,13.5
1,4.5,320,3,partial,100,13.5
1,4.5,320,3,coherent,5,13.5
1,4.5,320,3,coherent,20,13.5
1,4.5,320,3,coherent,50,13.5
1,4.5,320,3,coherent,100,13.5
1,4.5,320,5,random,5,22.5
