time_s,poi_voltage_pu,griddyn_field
2.280000,1.02723227,gridpack_travis150_poi_voltage_pu
2.300000,1.02686158,gridpack_travis150_poi_voltage_pu
2.320000,1.02648853,gridpack_travis150_poi_voltage_pu
2.340000,1.02611457,gridpack_travis150_poi_voltage_pu
2.360000,1.02574097,gridpack_travis150_poi_voltage_pu
2.380000,1.02536889,gridpack_travis150_poi_voltage_pu
2.400000,1.02499933,gridpack_travis150_poi_voltage_pu
2.420000,1.02463319,gridpack_travis150_poi_voltage_pu
2.440000,1.02427135,gridpack_travis150_poi_voltage_pu
2.460000,1.02391464,gridpack_travis150_poi_voltage_pu
2.480000,1.02356396,gridpack_travis150_poi_voltage_pu
2.500000,1.02322027,gridpack_travis150_poi_voltage_pu
2.520000,1.02288465,gridpack_travis150_poi_voltage_pu
2.540000,1.02255828,gridpack_travis150_poi_voltage_pu
2.560000,1.02224245,gridpack_travis150_poi_voltage_pu
2.580000,1.02193854,gridpack_travis150_poi_voltage_pu
2.600000,1.02164798,gridpack_travis150_poi_voltage_pu
2.620000,1.02137218,gridpack_travis150_poi_voltage_pu
2.640000,1.02111254,gridpack_travis150_poi_voltage_pu
2.660000,1.02087030,gridpack_travis150_poi_voltage_pu
2.680000,1.02064655,gridpack_travis150_poi_voltage_pu
2.700000,1.02044214,gridpack_travis150_poi_voltage_pu
2.720000,1.02025765,gridpack_travis150_poi_voltage_pu
2.740000,1.02009333,gridpack_travis150_poi_voltage_pu
2.760000,1.01994909,gridpack_travis150_poi_voltage_pu
2.780000,1.01982449,gridpack_travis150_poi_voltage_pu
2.800000,1.01971874,gridpack_travis150_poi_voltage_pu
2.820000,1.01963073,gridpack_travis150_poi_voltage_pu
2.840000,1.01955904,gridpack_travis150_poi_voltage_pu
2.860000,1.01950200,gridpack_travis150_poi_voltage_pu
2.880000,1.01945776,gridpack_travis150_poi_voltage_pu
2.900000,1.01942428,gridpack_travis150_poi_voltage_pu
2.920000,1.01939947,gridpack_travis150_poi_voltage_pu
2.940000,1.01938122,gridpack_travis150_poi_voltage_pu
2.960000,1.01936742,gridpack_travis150_poi_voltage_pu
2.980000,1.01935607,gridpack_travis150_poi_voltage_pu
