time_s,poi_voltage_pu,griddyn_field
2.280000,1.02255429,gridpack_travis150_poi_voltage_pu
2.300000,1.02233877,gridpack_travis150_poi_voltage_pu
2.320000,1.02211953,gridpack_travis150_poi_voltage_pu
2.340000,1.02189755,gridpack_travis150_poi_voltage_pu
2.360000,1.02167380,gridpack_travis150_poi_voltage_pu
2.380000,1.02144926,gridpack_travis150_poi_voltage_pu
2.400000,1.02122489,gridpack_travis150_poi_voltage_pu
2.420000,1.02100167,gridpack_travis150_poi_voltage_pu
2.440000,1.02078058,gridpack_travis150_poi_voltage_pu
2.460000,1.02056261,gridpack_travis150_poi_voltage_pu
2.480000,1.02034882,gridpack_travis150_poi_voltage_pu
2.500000,1.02014023,gridpack_travis150_poi_voltage_pu
2.520000,1.01993794,gridpack_travis150_poi_voltage_pu
2.540000,1.01974300,gridpack_travis150_poi_voltage_pu
2.560000,1.01955647,gridpack_travis150_poi_voltage_pu
2.580000,1.01937938,gridpack_travis150_poi_voltage_pu
2.600000,1.01921269,gridpack_travis150_poi_voltage_pu
2.620000,1.01905726,gridpack_travis150_poi_voltage_pu
2.640000,1.01891383,gridpack_travis150_poi_voltage_pu
2.660000,1.01878299,gridpack_travis150_poi_voltage_pu
2.680000,1.01866515,gridpack_travis150_poi_voltage_pu
2.700000,1.01856053,gridpack_travis150_poi_voltage_pu
2.720000,1.01846915,gridpack_travis150_poi_voltage_pu
2.740000,1.01839080,gridpack_travis150_poi_voltage_pu
2.760000,1.01832506,gridpack_travis150_poi_voltage_pu
2.780000,1.01827130,gridpack_travis150_poi_voltage_pu
2.800000,1.01822871,gridpack_travis150_poi_voltage_pu
2.820000,1.01819629,gridpack_travis150_poi_voltage_pu
2.840000,1.01817293,gridpack_travis150_poi_voltage_pu
2.860000,1.01815737,gridpack_travis150_poi_voltage_pu
2.880000,1.01814830,gridpack_travis150_poi_voltage_pu
2.900000,1.01814435,gridpack_travis150_poi_voltage_pu
2.920000,1.01814416,gridpack_travis150_poi_voltage_pu
2.940000,1.01814637,gridpack_travis150_poi_voltage_pu
2.960000,1.01814968,gridpack_travis150_poi_voltage_pu
2.980000,1.01815289,gridpack_travis150_poi_voltage_pu
