time_s,poi_voltage_pu,griddyn_field
2.280000,1.02344226,gridpack_travis150_poi_voltage_pu
2.300000,1.02319651,gridpack_travis150_poi_voltage_pu
2.320000,1.02294723,gridpack_travis150_poi_voltage_pu
2.340000,1.02269546,gridpack_travis150_poi_voltage_pu
2.360000,1.02244225,gridpack_travis150_poi_voltage_pu
2.380000,1.02218857,gridpack_travis150_poi_voltage_pu
2.400000,1.02193543,gridpack_travis150_poi_voltage_pu
2.420000,1.02168379,gridpack_travis150_poi_voltage_pu
2.440000,1.02143463,gridpack_travis150_poi_voltage_pu
2.460000,1.02118898,gridpack_travis150_poi_voltage_pu
2.480000,1.02094788,gridpack_travis150_poi_voltage_pu
2.500000,1.02071239,gridpack_travis150_poi_voltage_pu
2.520000,1.02048365,gridpack_travis150_poi_voltage_pu
2.540000,1.02026278,gridpack_travis150_poi_voltage_pu
2.560000,1.02005092,gridpack_travis150_poi_voltage_pu
2.580000,1.01984920,gridpack_travis150_poi_voltage_pu
2.600000,1.01965868,gridpack_travis150_poi_voltage_pu
2.620000,1.01948036,gridpack_travis150_poi_voltage_pu
2.640000,1.01931509,gridpack_travis150_poi_voltage_pu
2.660000,1.01916359,gridpack_travis150_poi_voltage_pu
2.680000,1.01902639,gridpack_travis150_poi_voltage_pu
2.700000,1.01890379,gridpack_travis150_poi_voltage_pu
2.720000,1.01879589,gridpack_travis150_poi_voltage_pu
2.740000,1.01870253,gridpack_travis150_poi_voltage_pu
2.760000,1.01862331,gridpack_travis150_poi_voltage_pu
2.780000,1.01855761,gridpack_travis150_poi_voltage_pu
2.800000,1.01850457,gridpack_travis150_poi_voltage_pu
2.820000,1.01846314,gridpack_travis150_poi_voltage_pu
2.840000,1.01843210,gridpack_travis150_poi_voltage_pu
2.860000,1.01841009,gridpack_travis150_poi_voltage_pu
2.880000,1.01839566,gridpack_travis150_poi_voltage_pu
2.900000,1.01838730,gridpack_travis150_poi_voltage_pu
2.920000,1.01838348,gridpack_travis150_poi_voltage_pu
2.940000,1.01838270,gridpack_travis150_poi_voltage_pu
2.960000,1.01838351,gridpack_travis150_poi_voltage_pu
2.980000,1.01838453,gridpack_travis150_poi_voltage_pu
