time_s,poi_voltage_pu,griddyn_field
2.280000,1.02435230,gridpack_travis150_poi_voltage_pu
2.300000,1.02407594,gridpack_travis150_poi_voltage_pu
2.320000,1.02379631,gridpack_travis150_poi_voltage_pu
2.340000,1.02351452,gridpack_travis150_poi_voltage_pu
2.360000,1.02323166,gridpack_travis150_poi_voltage_pu
2.380000,1.02294874,gridpack_travis150_poi_voltage_pu
2.400000,1.02266675,gridpack_travis150_poi_voltage_pu
2.420000,1.02238667,gridpack_travis150_poi_voltage_pu
2.440000,1.02210946,gridpack_travis150_poi_voltage_pu
2.460000,1.02183613,gridpack_travis150_poi_voltage_pu
2.480000,1.02156770,gridpack_travis150_poi_voltage_pu
2.500000,1.02130527,gridpack_travis150_poi_voltage_pu
2.520000,1.02104996,gridpack_travis150_poi_voltage_pu
2.540000,1.02080297,gridpack_travis150_poi_voltage_pu
2.560000,1.02056550,gridpack_travis150_poi_voltage_pu
2.580000,1.02033876,gridpack_travis150_poi_voltage_pu
2.600000,1.02012393,gridpack_travis150_poi_voltage_pu
2.620000,1.01992212,gridpack_travis150_poi_voltage_pu
2.640000,1.01973430,gridpack_travis150_poi_voltage_pu
2.660000,1.01956134,gridpack_travis150_poi_voltage_pu
2.680000,1.01940388,gridpack_travis150_poi_voltage_pu
2.700000,1.01926234,gridpack_travis150_poi_voltage_pu
2.720000,1.01913691,gridpack_travis150_poi_voltage_pu
2.740000,1.01902750,gridpack_travis150_poi_voltage_pu
2.760000,1.01893376,gridpack_travis150_poi_voltage_pu
2.780000,1.01885508,gridpack_travis150_poi_voltage_pu
2.800000,1.01879058,gridpack_travis150_poi_voltage_pu
2.820000,1.01873917,gridpack_travis150_poi_voltage_pu
2.840000,1.01869954,gridpack_travis150_poi_voltage_pu
2.860000,1.01867024,gridpack_travis150_poi_voltage_pu
2.880000,1.01864969,gridpack_travis150_poi_voltage_pu
2.900000,1.01863624,gridpack_travis150_poi_voltage_pu
2.920000,1.01862823,gridpack_travis150_poi_voltage_pu
2.940000,1.01862397,gridpack_travis150_poi_voltage_pu
2.960000,1.01862186,gridpack_travis150_poi_voltage_pu
2.980000,1.01862037,gridpack_travis150_poi_voltage_pu
