time_s,poi_voltage_pu,griddyn_field
2.280000,1.02624549,gridpack_travis150_poi_voltage_pu
2.300000,1.02590671,gridpack_travis150_poi_voltage_pu
2.320000,1.02556525,gridpack_travis150_poi_voltage_pu
2.340000,1.02522243,gridpack_travis150_poi_voltage_pu
2.360000,1.02487945,gridpack_travis150_poi_voltage_pu
2.380000,1.02453741,gridpack_travis150_poi_voltage_pu
2.400000,1.02419729,gridpack_travis150_poi_voltage_pu
2.420000,1.02386004,gridpack_travis150_poi_voltage_pu
2.440000,1.02352654,gridpack_travis150_poi_voltage_pu
2.460000,1.02319772,gridpack_travis150_poi_voltage_pu
2.480000,1.02287453,gridpack_travis150_poi_voltage_pu
2.500000,1.02255800,gridpack_travis150_poi_voltage_pu
2.520000,1.02224925,gridpack_travis150_poi_voltage_pu
2.540000,1.02194949,gridpack_travis150_poi_voltage_pu
2.560000,1.02166000,gridpack_travis150_poi_voltage_pu
2.580000,1.02138213,gridpack_travis150_poi_voltage_pu
2.600000,1.02111724,gridpack_travis150_poi_voltage_pu
2.620000,1.02086665,gridpack_travis150_poi_voltage_pu
2.640000,1.02063162,gridpack_travis150_poi_voltage_pu
2.660000,1.02041327,gridpack_travis150_poi_voltage_pu
2.680000,1.02021253,gridpack_travis150_poi_voltage_pu
2.700000,1.02003010,gridpack_travis150_poi_voltage_pu
2.720000,1.01986640,gridpack_travis150_poi_voltage_pu
2.740000,1.01972155,gridpack_travis150_poi_voltage_pu
2.760000,1.01959536,gridpack_travis150_poi_voltage_pu
2.780000,1.01948729,gridpack_travis150_poi_voltage_pu
2.800000,1.01939652,gridpack_travis150_poi_voltage_pu
2.820000,1.01932190,gridpack_travis150_poi_voltage_pu
2.840000,1.01926204,gridpack_travis150_poi_voltage_pu
2.860000,1.01921532,gridpack_travis150_poi_voltage_pu
2.880000,1.01917996,gridpack_travis150_poi_voltage_pu
2.900000,1.01915405,gridpack_travis150_poi_voltage_pu
2.920000,1.01913562,gridpack_travis150_poi_voltage_pu
2.940000,1.01912270,gridpack_travis150_poi_voltage_pu
2.960000,1.01911336,gridpack_travis150_poi_voltage_pu
2.980000,1.01910575,gridpack_travis150_poi_voltage_pu
